OPE ID,Institution Name,City,State ,Zip Code,Institution Type,Institution Fiscal Year,Composite Score for Institution Fiscal Year Ending 7/01/2014 and 6/30/2015,,,,
04229000,Barber Institute of Texas,Longview,TX,75602-3456,Proprietary,12/31/2014,3.0,,,,
04231200,NeeCee's College of Cosmetology,Abilene,TX,79605-4735,Proprietary,12/31/2014,1.7,,,,
04231300,Yahweh Beauty Academy,Killeen,TX,76543-4153,Proprietary,12/31/2014,2.5,,,,
04231900,Alamo City Barber College,San Antonio,TX,78250-3227,Proprietary,12/31/2014,2.1,,,,
04232400,Vantage College - San Antonio,San Antonio,TX,78230-4823,Proprietary,12/31/2014,2.9,,,,
04232900,Preparing People Barber Styling College,Dallas,TX,75215-2415,Proprietary,06/30/2015,3.0,,,,
04235900,Bella Cosmetology College,Winnsboro,TX,75494-2408,Proprietary,12/31/2014,1.7,,,,
04236900,K&G 5 Star Barber College,Texas City,TX,77591-3689,Proprietary,12/31/2014,1.6,,,,
04238200,Laredo CHI Academy Beauty School,Laredo,TX,78041-6540,Proprietary,12/31/2014,2.4,,,,
04239700,Vocational Nursing Institute (The),Houston,TX,77065-5399,Non Profit,12/31/2014,1.7,,,,
04245800,Natural Images Beauty College,Clute,TX,77531-3603,Proprietary,12/31/2014,2.5,,,,
04246800,First Response Medical Training,Killeen,TX,76542-6023,Proprietary,12/31/2014,1.2,,,,
04248000,"Recording Conservatory of Austin, (The)",Austin,TX,78730-3004,Proprietary,12/31/2014,3.0,,,,
04248100,Cambridge College of Cosmetology,Houston,TX,77022-1902,Proprietary,12/31/2014,1.6,,,,
04249300,Salon Boutique Academy,Addison,TX,75001-4399,Proprietary,12/31/2014,1.8,,,,
04250800,Mission Beauty College,Mission,TX,78572-4404,Proprietary,12/31/2014,2.6,,,,
02248200,Milan Institute of Cosmetology,Amarillo,TX,79103-4306,Proprietary,12/31/2014,2.2,,,,
00367000,Brigham Young University,Provo,UT,84602-8406,Non Profit,12/31/2014,3.0,,,,
00367200,LDS Business College,Salt Lake City,UT,84101-3500,Non Profit,12/31/2014,2.2,,,,
00368100,Westminster College,Salt Lake City,UT,84105-3697,Non Profit,06/30/2015,2.5,,,,
00943300,Sherman Kendall's Academy of Beauty Arts & Sciences,Salt Lake City,UT,84106-1836,Proprietary,12/31/2014,1.5,,,,
01009800,Neumont University,Salt Lake City,UT,84111-1917,Proprietary,12/31/2014,3.0,,,,
01116600,Broadview University,West Jordan,UT,84088-4021,Proprietary,03/31/2015,1.7,,,,
02178500,Eagle Gate College,Murray,UT,84123-5798,Proprietary,12/31/2014,1.7,,,,
02360800,Provo College,Provo,UT,84601-1305,Proprietary,12/31/2014,1.6,,,,
02531800,Paul Mitchell The School,Provo,UT,84606-3424,Proprietary,12/31/2014,1.7,,,,
02556800,Paul Mitchell The School,Salt Lake,UT,84117-7204,Proprietary,12/31/2014,1.6,,,,
02572700,Evans Hairstyling College,St George,UT,84770-3021,Proprietary,12/31/2014,2.7,,,,
02573100,Evans Hairstyling College of Cedar City,Cedar City,UT,84720-2523,Proprietary,12/31/2014,2.9,,,,
03082100,Myotherapy College of Utah,Salt Lake City,UT,84115-2522,Proprietary,06/30/2015,2.4,,,,
03108200,Francois D. College of Hair Skin & Nails,Taylorsville,UT,84129-2004,Proprietary,12/31/2014,1.5,,,,
03110400,Hairitage Hair Academy,Saint George,UT,84770-5233,Proprietary,12/31/2014,1.5,,,,
03339400,Western Governors University,Salt Lake City,UT,84107-2533,Non Profit,06/30/2015,2.9,,,,
03463300,Careers Unlimited,Orem,UT,84058-4905,Proprietary,12/31/2014,2.3,,,,
03617300,Healing Mountain Massage School,Salt Lake City,UT,84102-4006,Proprietary,12/31/2014,2.7,,,,
03829500,Skinworks School of Advanced Skincare,Salt Lake City,UT,84115-0000,Proprietary,12/31/2014,-1.0,,,,
03838300,Nightingale College,Ogden,UT,84403-0000,Proprietary,12/31/2014,2.0,,,,
03909300,Paul Mitchell the School Logan,Logan,UT,84323-4679,Proprietary,12/31/2014,1.6,,,,
03921300,Cameo College of Essential Beauty,Murray,UT,84107-6134,Proprietary,12/31/2014,2.4,,,,
04145500,Skin Science Institute of Laser & Esthetics,Salt Lake City,UT,84111-0000,Proprietary,07/31/2014,1.6,,,,
04153000,Renaissance Academie,Provo,UT,84604-0000,Proprietary,12/31/2014,2.4,,,,
04161900,Mandalyn Academy,American Fork,UT,84003-2161,Proprietary,12/31/2014,1.7,,,,
04165500,Acaydia Spa and School of Aesthetics,Provo,UT,84601-0000,Proprietary,12/31/2014,1.6,,,,
04169900,American Beauty Academy,Payson,UT,84651-0000,Proprietary,04/30/2015,1.8,,,,
04173200,Taylor Andrews Academy Of Hair Design,West Jordan,UT,84088-6577,Proprietary,12/31/2014,-0.2,,,,
04183000,Top Nails & Hair Beauty School,Taylorsville,UT,84118-0000,Proprietary,12/31/2014,2.2,,,,
04184200,Taylor Andrews Academy-St. George,St. George,UT,84790-2139,Proprietary,12/31/2014,1.8,,,,
04192700,Barber School (The),Midvale,UT,84047-3723,Proprietary,12/31/2014,3.0,,,,
04193200,Rocky Mountain University of Health Professions,Provo,UT,84606-7379,Proprietary,12/31/2014,2.5,,,,
04210300,Medspa Academies,South Jordan,UT,84095-3519,Proprietary,09/30/2014,2.4,,,,
04211500,Beautiful You School of Nail Technology,Cedar City,UT,84721-8360,Proprietary,12/31/2014,2.7,,,,
04215700,Cole Holland College,Salt Lake City,UT,84107-1805,Proprietary,12/31/2014,3.0,,,,
04216800,Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,84032-2044,Proprietary,12/31/2014,2.8,,,,
04218300,Midwives College of Utah,Salt Lake City,UT,84106-2671,Non Profit,12/31/2014,3.0,,,,
00499200,Miller-Motte Technical College,Lynchburg,VA,24502-4353,Proprietary,06/30/2015,-1.0,,,,
01019800,ECPI University,Virginia Beach,VA,23462-6542,Proprietary,12/31/2014,3.0,,,,
02334400,Centura College,Virginia Beach,VA,23452-7431,Proprietary,12/31/2014,2.4,,,,
00370200,Averett University,Danville,VA,24541-3692,Non Profit,06/30/2015,3.0,,,,
00370300,Bluefield College,Bluefield,VA,24605-1799,Non Profit,06/30/2015,2.9,,,,
00370400,Bridgewater College,Bridgewater,VA,22812-1599,Non Profit,06/30/2015,3.0,,,,
00370800,Eastern Mennonite University,Harrisonburg,VA,22802-2462,Non Profit,06/30/2015,3.0,,,,
00370900,Emory & Henry College,Emory,VA,24327-0010,Non Profit,06/30/2015,2.2,,,,
00371100,Ferrum College,Ferrum,VA,24088-2612,Non Profit,06/30/2015,2.8,,,,
00371300,Hampden Sydney College,Hampden Sydney,VA,23943-0128,Non Profit,06/30/2015,2.8,,,,
00371400,Hampton University,Hampton,VA,23668-0099,Non Profit,06/30/2015,2.8,,,,
00371500,Hollins University,Roanoke,VA,24019-4421,Non Profit,06/30/2015,2.4,,,,
00372000,Lynchburg College,Lynchburg,VA,24501-3199,Non Profit,06/30/2015,2.6,,,,
00372300,Mary Baldwin College,Staunton,VA,24401-3610,Non Profit,06/30/2015,3.0,,,,
00372400,Marymount University,Arlington,VA,22207-4224,Non Profit,06/30/2015,2.4,,,,
00372600,American National University,Salem,VA,24153-4524,Proprietary,11/30/2014,2.2,,,,
00373300,Randolph-Macon College,Ashland,VA,23005-5505,Non Profit,06/30/2015,2.4,,,,
00373400,Randolph College,Lynchburg,VA,24503-1526,Non Profit,06/30/2015,3.0,,,,
00373600,Roanoke College,Salem,VA,24153-3794,Non Profit,06/30/2015,3.0,,,,
00373700,Shenandoah University,Winchester,VA,22601-5195,Non Profit,06/30/2015,3.0,,,,
00373800,Southern Virginia University,Buena Vista,VA,24416-3038,Non Profit,06/30/2015,3.0,,,,
00374200,Sweet Briar College,Sweet Briar,VA,24595-9998,Non Profit,06/30/2015,2.8,,,,
00374300,Union Presbyterian Seminary,Richmond,VA,23227-4514,Non Profit,06/30/2015,2.2,,,,
00374400,University of Richmond,Richmond,VA,23173-0001,Non Profit,06/30/2015,3.0,,,,
00376200,Virginia University of Lynchburg,Lynchburg,VA,24501-6400,Non Profit,06/30/2015,2.0,,,,
00376600,Virginia Union University,Richmond,VA,23220-1711,Non Profit,06/30/2015,2.3,,,,
00376700,Virginia Wesleyan College,Norfolk,VA,23502-5599,Non Profit,06/30/2015,2.6,,,,
00376800,Washington and Lee University,Lexington,VA,24450-0303,Non Profit,06/30/2015,3.0,,,,
00662200,Jefferson College of Health Sciences,Roanoke,VA,24013-2222,Non Profit,06/30/2015,3.0,,,,
00953500,Staunton School of Cosmetology,Staunton,VA,24401-4323,Proprietary,12/31/2014,2.0,,,,
00953700,Virginia School of Hair Design,Hampton,VA,23669-4013,Proprietary,06/30/2015,2.1,,,,
01004300,Bon Secours Memorial College of Nursing,Richmond,VA,23227-4612,Non Profit,08/31/2014,2.7,,,,
01159600,Sylvain Melloul International Hair Academy,Lynchburg,VA,24502-2652,Proprietary,12/31/2014,3.0,,,,
01274400,Southside Regional Medical Center Professional Schools,Colonial Heights,VA,23834-5133,Proprietary,12/31/2014,-1.0,,,,
02053000,Liberty University,Lynchburg,VA,24515-2269,Non Profit,06/30/2015,3.0,,,,
02108800,Wards Corner Beauty Academy,Norfolk,VA,23505-3700,Proprietary,12/31/2014,2.5,,,,
02111600,Danville Regional Medical Center School of Health Professions,Danville,VA,24541-2922,Proprietary,12/31/2014,3.0,,,,
02140000,Riverside College of Health Careers,Newport News,VA,23601-3808,Non Profit,12/31/2014,2.7,,,,
02175800,Centra College of Nursing,Lynchburg,VA,24501-1109,Non Profit,12/31/2014,2.7,,,,
02538800,Suffolk Beauty Academy,Suffolk,VA,23434-3000,Proprietary,12/31/2014,1.1,,,,
02541200,Stratford University,Falls Church,VA,22043-2403,Proprietary,12/31/2014,0.5,,,,
03002400,Graham Webb International Academy of Hair,Arlington,VA,22209-2129,Proprietary,12/31/2014,1.7,,,,
03010700,Paul Mitchell the School Roanoke,Roanoke,VA,24014-2255,Proprietary,12/31/2014,1.8,,,,
03091300,Regent University,Virginia Beach,VA,23464-9800,Non Profit,06/30/2015,2.2,,,,
03096500,Springfield Beauty Academy,Annandale,VA,22003-3016,Proprietary,12/31/2014,1.9,,,,
03106500,Sentara College of Health Sciences,Chesapeake,VA,23320-2843,Non Profit,12/31/2014,3.0,,,,
03116900,Baptist Theological Seminary at Richmond,Richmond,VA,23228-6507,Non Profit,06/30/2015,3.0,,,,
03127500,Advanced Technology Institute,Virginia Beach,VA,23462-2409,Proprietary,12/31/2014,2.5,,,,
03409500,Chester Career College,Chester,VA,23836-2516,Proprietary,12/31/2014,2.3,,,,
03559300,Appalachian School of Law,Grundy,VA,24614-0000,Non Profit,06/30/2015,2.2,,,,
03645400,"Rudy & Kelly Academy, a Paul Mitchell Partner School",Virginia Beach,VA,23464-6857,Proprietary,12/31/2014,3.0,,,,
03654300,Eastern Virginia Career College,Fredericksburg,VA,22408-8605,Proprietary,12/31/2014,2.4,,,,
03709300,Edward Via Virginia College of Osteopathic Medicine,Blacksburg,VA,24060-6360,Non Profit,06/30/2015,3.0,,,,
03862600,Virginia Baptist College,Fredericksburg,VA,22407-0000,Non Profit,06/30/2015,2.5,,,,
03872400,Divine Mercy University,Arlington,VA,22202-3609,Non Profit,06/30/2015,2.4,,,,
03966300,Virginia Beach Theological Seminary,Virginia Beach,VA,23464-6847,Non Profit,06/30/2015,3.0,,,,
04038400,Avi Career Training,Great Falls,VA,22066-1839,Proprietary,12/31/2014,3.0,,,,
04110300,University of Management and Technology (The),Arlington,VA,22209-1609,Proprietary,12/31/2014,3.0,,,,
04124000,Dominion School of Hair Design,Gloucester Point,VA,23062-2221,Proprietary,12/31/2014,1.6,,,,
04127300,Columbia College,Fairfax,VA,22031-4413,Proprietary,12/31/2014,1.7,,,,
04137300,Cayce/Reilly School of Massage,Virginia Beach,VA,23451-2061,Non Profit,12/31/2014,3.0,,,,
04140000,Global Health College,Alexandria,VA,22304-4585,Proprietary,12/31/2014,2.6,,,,
04144000,Virginia International University,Fairfax,VA,22030-0000,Non Profit,12/31/2014,1.9,,,,
04153800,Bethel College,Hampton,VA,23666-3122,Non Profit,06/30/2015,2.5,,,,
04156200,Institute of Advanced Medical Esthetics,Richmond,VA,23294-4701,Proprietary,12/31/2014,3.0,,,,
04169400,Northern Virginia School of Therapeutic Massage,Falls Church,VA,22042-4302,Proprietary,09/30/2014,2.1,,,,
04171500,Cosmopolitan Beauty & Tech School,Annandale,VA,22003-3204,Proprietary,12/31/2014,3.0,,,,
04179900,Tomorrow's Image Barber Academy of Virginia,Newport News,VA,23602-5532,Proprietary,12/31/2014,2.8,,,,
04180600,Appalachian College of Pharmacy,Oakwood,VA,24631-9210,Non Profit,06/30/2015,3.0,,,,
04214700,Luckes Beauty Academy,Newport  News,VA,23601-1303,Proprietary,12/31/2014,2.6,,,,
04218600,Virginia Tech Carilion School of Medicine,Roanoke,VA,24016-4950,Non Profit,06/30/2015,2.6,,,,
04219000,IGlobal University,Annandale,VA,22003-2400,Proprietary,12/31/2014,0.2,,,,
04220100,National Personal Training Institute,Vienna,VA,22182-2412,Proprietary,12/31/2014,3.0,,,,
04220400,Chrysm Institute of Esthetics (The),Virginia Beach,VA,23462-2980,Proprietary,12/31/2014,2.2,,,,
04221000,"Standard Healthcare Services, College of Nursing",Falls Church,VA,22043-0000,Proprietary,12/31/2014,2.7,,,,
04238700,Dermal Science International Aesthetics & Nail Academy,Reston,VA,20190-5226,Proprietary,12/31/2014,1.6,,,,
04241500,Wave Leadership College,Virginia Beach,VA,23454-2140,Non Profit,06/30/2015,1.9,,,,
04255200,American College of Commerce and Technology,Falls Church,VA,22046-3131,Proprietary,06/30/2015,3.0,,,,
00368200,Bennington College,Bennington,VT,05201-6001,Non Profit,06/30/2015,2.0,,,,
00368400,Champlain College,Burlington,VT,05401-3950,Non Profit,06/30/2015,2.9,,,,
00368500,College of Saint Joseph,Rutland,VT,05701-3899,Non Profit,06/30/2015,2.2,,,,
00368600,Goddard College,Plainfield,VT,05667-0000,Non Profit,06/30/2015,2.1,,,,
00368700,Green Mountain College,Poultney,VT,05764-1199,Non Profit,06/30/2015,1.0,,,,
00369000,Marlboro College,Marlboro,VT,05344-3668,Non Profit,06/30/2015,2.2,,,,
00369100,Middlebury College,Middlebury,VT,05753-0000,Non Profit,06/30/2015,2.3,,,,
00369200,Norwich University,Northfield,VT,05663-1035,Non Profit,05/31/2015,2.5,,,,
00369300,Southern Vermont College,Bennington,VT,05201-6002,Non Profit,06/30/2015,1.1,,,,
00369400,Saint Michael's College,Colchester,VT,05439-0001,Non Profit,06/30/2015,3.0,,,,
00369700,Vermont College of Fine Arts,Montpelier,VT,05602-3128,Non Profit,06/30/2015,1.9,,,,
00865800,O'Briens Aveda Institute,South Burlington,VT,05403-7747,Proprietary,04/26/2015,1.6,,,,
00886000,SIT,Brattleboro,VT,05302-4801,Non Profit,06/30/2015,2.1,,,,
01193400,Vermont Law School,South Royalton,VT,05068-9998,Non Profit,06/30/2015,2.2,,,,
02143500,Sterling College,Craftsbury Common,VT,05827-0072,Non Profit,06/30/2015,2.8,,,,
02254000,New England Culinary Institute,Montpelier,VT,05602-3115,Proprietary,05/31/2015,-0.5,,,,
02532600,Landmark College,Putney,VT,05346-0000,Non Profit,06/30/2015,3.0,,,,
04146900,Advanced Welding Institute,South Burlington,VT,05403-0000,Proprietary,12/31/2014,1.5,,,,
00377700,Heritage University,Toppenish,WA,98948-9562,Non Profit,06/30/2015,2.5,,,,
00377800,Gonzaga University,Spokane,WA,99258-0083,Non Profit,05/31/2015,2.7,,,,
00378300,Northwest University,Kirkland,WA,98033-7523,Non Profit,05/31/2015,2.5,,,,
00378500,Pacific Lutheran University,Tacoma,WA,98447-0003,Non Profit,05/31/2015,2.0,,,,
00378800,Seattle Pacific University,Seattle,WA,98119-1997,Non Profit,06/30/2015,3.0,,,,
00379000,Seattle University,Seattle,WA,98122-1090,Non Profit,06/30/2015,2.6,,,,
00379400,Saint Martin's University,Lacey,WA,98503-7500,Non Profit,06/30/2015,1.6,,,,
00379700,University of Puget Sound,Tacoma,WA,98416-0001,Non Profit,06/30/2015,2.7,,,,
00379900,Walla Walla University,College Place,WA,99324-1198,Non Profit,06/30/2015,2.9,,,,
00380300,Whitman College,Walla Walla,WA,99362-2067,Non Profit,06/30/2015,2.8,,,,
00380400,Whitworth University,Spokane,WA,99251-0001,Non Profit,06/30/2015,2.6,,,,
00938700,Perry Technical Institute,Yakima,WA,98903-1239,Non Profit,06/30/2015,3.0,,,,
00973900,Glen Dow Academy of Hair Design & Salons,Spokane,WA,99201-0209,Proprietary,12/31/2014,1.5,,,,
01148100,Divers Institute of Technology,Seattle,WA,98103-0000,Proprietary,12/31/2014,1.6,,,,
01231500,Cornish College of the Arts,Seattle,WA,98121-4604,Non Profit,05/31/2015,3.0,,,,
01302200,City University of Seattle,Seattle,WA,98121-1851,Non Profit,06/30/2015,1.2,,,,
02106700,Trinity Lutheran College,Everett,WA,98201-3569,Non Profit,06/30/2015,0.6,,,,
02184200,Paroba College of Cosmetology,Everett,WA,98204-3210,Proprietary,12/31/2014,1.5,,,,
02202200,Stylemasters College of Hair Design,Longview,WA,98632-3027,Proprietary,12/31/2014,1.5,,,,
02203300,Gene Juarez Beauty Schools,Mountlake Terrace,WA,98043-5427,Proprietary,01/03/2015,-1.0,,,,
02222900,International Air & Hospitality Academy,Vancouver,WA,98661-4835,Proprietary,12/31/2014,2.5,,,,
02236800,Professional Beauty School,Yakima,WA,98902-2414,Proprietary,12/31/2014,3.0,,,,
02242500,Bastyr University,Kenmore,WA,98028-4966,Non Profit,06/30/2015,2.4,,,,
02326500,Interface College,Spokane,WA,99201-4326,Proprietary,12/31/2014,-1.0,,,,
02331400,Northwest Hair Academy,Mount Vernon,WA,98273-3810,Proprietary,12/31/2014,1.3,,,,
02504900,Beauty Academy,Wenatchee,WA,98801-3062,Proprietary,06/30/2015,-0.3,,,,
02541900,BJ's Beauty & Barber College,Tacoma,WA,98409-4318,Proprietary,12/31/2014,2.6,,,,
02576900,Charter College,Vancouver,WA,98683-7575,Proprietary,12/31/2014,1.5,,,,
02602100,Northwest College of Art & Design,Poulsbo,WA,98370-8625,Proprietary,12/31/2014,2.8,,,,
03065000,Paul Mitchell the School Richland,Richland,WA,99352-9700,Proprietary,12/31/2014,2.2,,,,
03280300,Seattle Institute of Oriental Medicine,Seattle,WA,98115-5542,Proprietary,12/31/2014,2.5,,,,
03283300,Northwest HVAC/R Association & Training,Spokane,WA,99207-2336,Non Profit,06/30/2015,3.0,,,,
03466400,Seattle School of Theology and Psychology (The),Seattle,WA,98121-1177,Non Profit,06/30/2015,2.3,,,,
03490400,Emil Fries Piano Hospital & Training Center,Vancouver,WA,98661-4323,Non Profit,06/30/2015,2.3,,,,
03724300,DigiPen Institute of Technology,Redmond,WA,98052-5170,Proprietary,05/31/2015,1.9,,,,
03917300,Evergreen Beauty and Barber College,Everett,WA,98208-3759,Proprietary,12/31/2014,3.0,,,,
03932500,Total Cosmetology Training Center,Spokane,WA,99217-6231,Proprietary,12/31/2014,1.1,,,,
04120000,Sunnyside Beauty Academy,Sunnyside,WA,98944-8711,Proprietary,12/31/2014,3.0,,,,
04127200,Victoria's Academy of Cosmetology,Kennewick,WA,99336-3826,Proprietary,12/31/2014,3.0,,,,
04130500,Pacific Northwest University of Health Sciences,Yakima,WA,98901-1471,Non Profit,06/30/2015,2.5,,,,
04130800,Cascade Beauty College,Auburn,WA,98002-5504,Proprietary,12/31/2014,3.0,,,,
04132800,Inland Massage Institute,Spokane,WA,99218-5016,Proprietary,12/31/2014,1.5,,,,
04149400,Gary Manuel Aveda Institute,Seattle,WA,98122-3807,Proprietary,12/31/2014,2.1,,,,
04155000,Northwest School of Wooden Boat Building,Port Hadlock,WA,98339-8706,Non Profit,09/30/2014,2.3,,,,
04161200,Pinchot University,Seattle,WA,98104-2617,Non Profit,06/30/2015,0.5,,,,
04170100,Summit Salon Academy,Tacoma,WA,98409-7360,Proprietary,12/31/2014,1.5,,,,
04172900,Academy of Cosmetology,Richland,WA,99354-3404,Proprietary,12/31/2014,0.7,,,,
04188900,Northwest Institute of Literary Arts,Langley,WA,98249-0000,Non Profit,06/30/2015,-0.9,,,,
04191900,Paul Mitchell The School Spokane,Spokane Valley,WA,99037-5041,Proprietary,10/31/2014,1.9,,,,
04223600,Academy of Interactive Entertainment,Seattle,WA,98109-4623,Non Profit,06/30/2015,2.5,,,,
04231000,Studio Beauty School,Spokane,WA,99205-3357,Proprietary,12/31/2014,1.9,,,,
04250400,Fosbre Academy of Hair Design,Olympia,WA,98501-1018,Proprietary,12/31/2014,1.6,,,,
04252900,International Beauty Education Center,Airway Heights,WA,99001-0000,Proprietary,12/31/2014,2.5,,,,
04258000,Seattle Film Institute,Seattle,WA,98119-1707,Proprietary,12/31/2014,2.9,,,,
00383200,Alverno College,Milwaukee,WI,53234-3922,Non Profit,06/30/2015,2.5,,,,
00383500,Beloit College,Beloit,WI,53511-5595,Non Profit,05/31/2015,3.0,,,,
00383700,Cardinal Stritch University,Milwaukee,WI,53217-9884,Non Profit,07/31/2014,2.4,,,,
00383800,Carroll University,Waukesha,WI,53186-5593,Non Profit,06/30/2015,3.0,,,,
00383900,Carthage College,Kenosha,WI,53140-1994,Non Profit,06/30/2015,3.0,,,,
00384200,Concordia University,Mequon,WI,53097-2402,Non Profit,06/30/2015,3.0,,,,
00384800,Edgewood College,Madison,WI,53711-1958,Non Profit,06/30/2015,3.0,,,,
00385000,Silver Lake College of the Holy Family,Manitowoc,WI,54220-9319,Non Profit,06/30/2015,1.8,,,,
